"Repeat","Plant","Time","Treatment","Stomata","Width","Length","Ratio"
1,2,2,"UVB","198",3.303,NA,NA
1,2,2,"UVB","199",2.708,NA,NA
1,2,2,"UVB","200",2.079,NA,NA
1,2,4,"WL","281",2.429,10.293,0.235985621296026
1,2,4,"WL","282",2.159,8.435,0.255957320687611
1,2,4,"WL","283",2.248,6.816,0.32981220657277
1,2,4,"WL","284",2.113,7.602,0.277953170218364
1,2,4,"WL","285",2.521,7.938,0.31758629377677
1,2,4,"WL","286",1.988,8.006,0.248313764676493
1,2,4,"WL","287",2.377,10.065,0.236164927968207
1,2,4,"WL","288",2.282,8.294,0.275138654448999
1,2,4,"WL","289",3.082,12.577,0.245050488987835
1,2,4,"WL","290",2.987,7.607,0.392664650979361
1,2,4,"UVB","371",2.986,9.414,0.317187168047589
1,2,4,"UVB","372",2.361,6.793,0.347563668482261
1,2,4,"UVB","373",3.326,9.932,0.334877164720097
1,2,4,"UVB","374",2.761,7.926,0.348347211708302
1,2,4,"UVB","375",2.071,7.712,0.268542531120332
1,2,4,"UVB","376",1.877,9.387,0.199957387876851
1,2,4,"UVB","377",3.958,8.717,0.45405529425261
1,2,4,"UVB","378",1.937,6.028,0.321333775713338
1,2,4,"UVB","379",4.125,9.29,0.444025834230355
1,2,4,"UVB","380",2.501,9.833,0.254347605003559
1,2,6,"WL","461",1.586,5.209,0.304473027452486
1,2,6,"WL","462",3.399,8.638,0.393493864320445
1,2,6,"WL","463",2.654,10.535,0.251922164214523
1,2,6,"WL","464",3.466,11.204,0.309353802213495
1,2,6,"WL","465",4.123,9.547,0.431863412590342
1,2,6,"WL","466",3.883,10.341,0.375495600038681
1,2,6,"WL","467",2.264,9.547,0.237142557871583
1,2,6,"WL","468",2.837,7.881,0.359979698007867
1,2,6,"WL","469",2.199,7.281,0.302018953440461
1,2,6,"WL","470",2.74,7.214,0.379817022456335
1,2,6,"UVB","551",2.647,5.559,0.47616477783774
1,2,6,"UVB","552",3.035,7.566,0.401136664023262
1,2,6,"UVB","553",4.4,9.825,0.447837150127227
1,2,6,"UVB","554",4.141,9.757,0.424413241775136
1,2,6,"UVB","555",2.068,10.697,0.193325231373282
1,2,6,"UVB","556",3.684,10.98,0.33551912568306
1,2,6,"UVB","557",3.899,9.534,0.408957415565345
1,2,6,"UVB","558",4.731,9.71,0.487229660144181
1,2,6,"UVB","559",3.672,9.105,0.40329489291598
1,2,6,"UVB","560",3.805,10.97,0.346855059252507
1,3,0,"PreDawn","21",0.95,NA,NA
1,3,0,"PreDawn","22",1.708,NA,NA
1,3,0,"PreDawn","23",1.144,NA,NA
1,3,0,"PreDawn","24",2.55,NA,NA
1,3,0,"PreDawn","25",2.416,NA,NA
1,3,0,"PreDawn","26",1.952,NA,NA
1,3,0,"PreDawn","27",1.768,NA,NA
1,3,0,"PreDawn","28",1.503,NA,NA
1,3,0,"PreDawn","29",1.836,NA,NA
1,3,0,"PreDawn","30",1.403,NA,NA
1,3,2,"WL","111",1.947,NA,NA
1,3,2,"WL","112",2.599,NA,NA
1,3,2,"WL","113",1.614,NA,NA
1,3,2,"WL","114",1.893,NA,NA
1,3,2,"WL","115",3.037,NA,NA
1,3,2,"WL","116",2.42,NA,NA
1,3,2,"WL","117",2.329,NA,NA
1,3,2,"WL","118",2.474,NA,NA
1,3,2,"WL","119",2.342,NA,NA
1,3,2,"WL","120",2.731,NA,NA
1,3,2,"UVB","201",2.991,NA,NA
1,3,2,"UVB","202",2.112,NA,NA
1,3,2,"UVB","203",2.86,NA,NA
1,3,2,"UVB","204",1.726,NA,NA
1,3,2,"UVB","205",2.347,NA,NA
1,3,2,"UVB","206",1.992,NA,NA
1,3,2,"UVB","207",2.015,NA,NA
1,3,2,"UVB","208",3.03,NA,NA
1,3,2,"UVB","209",1.336,NA,NA
1,3,2,"UVB","210",2.465,NA,NA
1,3,4,"WL","291",1.891,7.034,0.268837077054308
1,3,4,"WL","292",2.394,7.624,0.314008394543547
1,3,4,"WL","293",1.732,8.294,0.208825657101519
1,3,4,"WL","294",1.936,9.974,0.194104672147584
1,3,4,"WL","295",2.17,9.16,0.236899563318777
1,3,4,"WL","296",2.649,10.902,0.242982938910292
1,3,4,"WL","297",3.32,7.597,0.43701461103067
1,3,4,"WL","298",2.17,11.383,0.190635157691294
1,3,4,"WL","299",2.611,10.041,0.260033861169206
1,3,4,"WL","300",2.253,7.963,0.282933567750848
1,3,4,"UVB","381",1.536,9.286,0.165410295067844
1,3,4,"UVB","382",2.152,8.819,0.244018596212723
1,3,4,"UVB","383",1.915,8.836,0.216727025803531
1,3,4,"UVB","384",3.55,10.36,0.342664092664093
1,3,4,"UVB","385",2.82,9.787,0.28813732502299
1,3,4,"UVB","386",2.365,10.854,0.217892021374608
1,3,4,"UVB","387",3.087,10.088,0.306007137192704
1,3,4,"UVB","388",2.623,10.209,0.256930159663042
1,3,4,"UVB","389",3.466,10.023,0.345804649306595
1,3,4,"UVB","390",2.596,10.72,0.242164179104478
1,3,6,"WL","471",2.652,6.332,0.418825015792799
1,3,6,"WL","472",3.033,7.099,0.427243273700521
1,3,6,"WL","473",3.395,11.151,0.304456999372254
1,3,6,"WL","474",3.141,10.169,0.308879929196578
1,3,6,"WL","475",3.179,8.972,0.354324565314311
1,3,6,"WL","476",2.439,9.197,0.265195172338806
1,3,6,"WL","477",5.32,10.03,0.530408773678963
1,3,6,"WL","478",1.881,11.365,0.165508139023317
1,3,6,"WL","479",3.45,7.555,0.456651224354732
1,3,6,"WL","480",2.407,10.124,0.237751876728566
1,3,6,"UVB","561",4.311,11.338,0.380225789380843
1,3,6,"UVB","562",2.761,12.267,0.225075405559632
1,3,6,"UVB","563",2.616,9.254,0.282688567106116
1,3,6,"UVB","564",4.232,11.546,0.366533864541833
1,3,6,"UVB","565",2.996,12.168,0.246219592373439
1,3,6,"UVB","566",3.72,9.655,0.385292594510616
1,3,6,"UVB","567",3.94,10.214,0.385745055805757
1,3,6,"UVB","568",3.339,9.812,0.3402975947819
1,3,6,"UVB","569",2.813,9.463,0.297263024410863
1,3,6,"UVB","570",3.617,7.654,0.472563365560491
2,1,0,"PreDawn","31",0.925,6.385,0.14487079091621
2,1,0,"PreDawn","32",1.659,10.808,0.153497409326425
2,1,0,"PreDawn","33",1.929,11.102,0.173752477031166
2,1,0,"PreDawn","34",1.726,5.592,0.308655221745351
2,1,0,"PreDawn","35",1.298,5.206,0.249327698809066
2,1,0,"PreDawn","36",0.946,4.932,0.191808596918086
2,1,0,"PreDawn","37",1.75,6.546,0.267338832875038
2,1,0,"PreDawn","38",2.075,7.659,0.270923097010054
2,1,0,"PreDawn","39",1.35,6.037,0.223621003809839
2,1,0,"PreDawn","40",0.897,8.08,0.111014851485149
2,1,2,"WL","121",3.834,9.685,0.39586990191017
2,1,2,"WL","122",3.521,8.135,0.432821143208359
2,1,2,"WL","123",3.269,10.835,0.301707429626211
2,1,2,"WL","124",2.889,10.214,0.282847072645389
2,1,2,"WL","125",3.286,10.506,0.312773653150581
2,1,2,"WL","126",2.839,9.374,0.30285897162364
2,1,2,"WL","127",2.093,8.795,0.237976122797044
2,1,2,"WL","128",3.426,8.539,0.401217941210915
2,1,2,"WL","129",2.726,8.558,0.318532367375555
2,1,2,"WL","130",2.593,7.555,0.343216412971542
2,1,2,"UVB","211",2.645,10.997,0.24052014185687
2,1,2,"UVB","212",2.93,9.099,0.322013408066821
2,1,2,"UVB","213",3.138,7.912,0.396612740141557
2,1,2,"UVB","214",2.64,6.344,0.416141235813367
2,1,2,"UVB","215",2.426,6.9,0.351594202898551
2,1,2,"UVB","216",2.737,7.167,0.381889214455142
2,1,2,"UVB","217",2.762,9.42,0.293205944798301
2,1,2,"UVB","218",3.334,11.046,0.301828716277386
2,1,2,"UVB","219",2.872,6.783,0.423411469851098
2,1,2,"UVB","220",3.285,8.072,0.406962338949455
2,1,4,"WL","301",2.583,12.557,0.205701998885084
2,1,4,"WL","302",4.174,9.533,0.437847477184517
2,1,4,"WL","303",4.003,12.013,0.333222342462333
2,1,4,"WL","304",2.314,9.647,0.239867316264124
2,1,4,"WL","305",2.902,8.195,0.35411836485662
2,1,4,"WL","306",2.854,8.097,0.352476225762628
2,1,4,"WL","307",2.802,10.95,0.255890410958904
2,1,4,"WL","308",2.115,9.817,0.215442599572171
2,1,4,"WL","309",3.191,8.412,0.379339039467427
2,1,4,"WL","310",1.759,11.862,0.148288652841005
2,1,4,"UVB","391",2.831,8.902,0.318018422826331
2,1,4,"UVB","392",3.357,7.916,0.424077817079333
2,1,4,"UVB","393",3.935,8.098,0.485922449987651
2,1,4,"UVB","394",4.224,9.907,0.42636519632583
2,1,4,"UVB","395",2.987,7.895,0.378340721975934
2,1,4,"UVB","396",3.089,8.549,0.36132881038718
2,1,4,"UVB","397",1.576,8.222,0.191680856239358
2,1,4,"UVB","398",4.168,9.357,0.445441915143743
2,1,4,"UVB","399",3.259,9.068,0.359395677106308
2,1,4,"UVB","400",3.986,9.762,0.408317967629584
2,1,6,"WL","481",3.638,12.335,0.294933117146332
2,1,6,"WL","482",3.356,9.513,0.352780405760538
2,1,6,"WL","483",4.498,11.274,0.398971083909881
2,1,6,"WL","484",4.868,10.379,0.469023990750554
2,1,6,"WL","485",3.684,10.56,0.348863636363636
2,1,6,"WL","486",3.437,9.302,0.369490432165126
2,1,6,"WL","487",3.221,12.506,0.257556372940988
2,1,6,"WL","488",5.936,12.3,0.48260162601626
2,1,6,"WL","489",3.638,10.3,0.353203883495146
2,1,6,"WL","490",2.439,12.127,0.201121464500701
2,1,6,"UVB","571",4.532,8.678,0.522240147499424
2,1,6,"UVB","572",4.506,9.773,0.461066202803643
2,1,6,"UVB","573",3.838,8.549,0.44894139665458
2,1,6,"UVB","574",4.811,9.916,0.485175473981444
2,1,6,"UVB","575",4.23,7.469,0.566340875619226
2,1,6,"UVB","576",4.681,7.46,0.627479892761394
2,1,6,"UVB","577",4.98,9.753,0.510612119347893
2,1,6,"UVB","578",4.059,9.289,0.436968457315104
2,1,6,"UVB","579",4.46,9.793,0.455427346063515
2,1,6,"UVB","580",4.21,9.433,0.446305523163363
2,2,0,"PreDawn","41",2.008,8.719,0.230301640096341
2,2,0,"PreDawn","42",1.47,8.574,0.171448565430371
2,2,0,"PreDawn","43",1.34,6.243,0.214640397244914
2,2,0,"PreDawn","44",1.595,10.919,0.146075647953109
2,2,0,"PreDawn","45",2.328,9.473,0.24575108202259
2,2,0,"PreDawn","46",1.42,9.941,0.142842772356906
2,2,0,"PreDawn","47",1.71,9.217,0.185526744059889
2,2,0,"PreDawn","48",1.702,8.915,0.190914189568144
2,2,0,"PreDawn","49",0.648,11.612,0.0558043403375818
2,2,0,"PreDawn","50",2.583,8.786,0.293990439335306
2,2,2,"WL","131",1.595,5.935,0.268744734625105
2,2,2,"WL","132",2.593,8.036,0.322672971627675
2,2,2,"WL","133",2.686,9.244,0.290566854175682
2,2,2,"WL","134",1.617,6.93,0.233333333333333
2,2,2,"WL","135",2.868,8.975,0.319554317548747
2,2,2,"WL","136",2.086,6.649,0.313731388178673
2,2,2,"WL","137",3.019,8.606,0.350801766209621
2,2,2,"WL","138",1.484,6.79,0.218556701030928
2,2,2,"WL","139",1.864,10.384,0.179506933744222
2,2,2,"WL","140",2.086,6.16,0.338636363636364
2,2,2,"UVB","221",2.746,10.232,0.268373729476153
2,2,2,"UVB","222",2.86,7.182,0.398217766638819
2,2,2,"UVB","223",3.699,7.246,0.510488545404361
2,2,2,"UVB","224",2.294,6.81,0.336857562408223
2,2,2,"UVB","225",3.179,10.797,0.294433638973789
2,2,2,"UVB","226",2.86,8.009,0.357098264452491
2,2,2,"UVB","227",2.698,7.631,0.353557856113222
2,2,2,"UVB","228",2.264,9.681,0.233860138415453
2,2,2,"UVB","229",2.557,10.621,0.240749458619716
2,2,2,"UVB","230",3.192,12.207,0.261489309412632
2,2,4,"WL","311",3.061,8.759,0.349469117479164
2,2,4,"WL","312",2.747,10.982,0.250136587142597
2,2,4,"WL","313",3.41,8.867,0.384572008571106
2,2,4,"WL","314",2.377,7.315,0.324948735475051
2,2,4,"WL","315",3.497,12.951,0.27001775924639
2,2,4,"WL","316",3.919,8.471,0.462637232912289
2,2,4,"WL","317",3.015,13.257,0.227427019687712
2,2,4,"WL","318",2.996,8.462,0.354053415268258
2,2,4,"WL","319",3.672,11.949,0.307306050715541
2,2,4,"WL","320",2.981,9.661,0.308560190456474
2,2,4,"UVB","401",3.521,8.369,0.420719321304815
2,2,4,"UVB","402",2.68,9.259,0.289448104546927
2,2,4,"UVB","403",3.805,11.599,0.328045521165618
2,2,4,"UVB","404",3.524,8.124,0.433776464795667
2,2,4,"UVB","405",2.324,7.467,0.311236105531003
2,2,4,"UVB","406",2.761,10.195,0.270819028935753
2,2,4,"UVB","407",3.866,9.095,0.425068719076416
2,2,4,"UVB","408",3.869,9.092,0.425538935327761
2,2,4,"UVB","409",3.417,12.759,0.26781095697155
2,2,4,"UVB","410",3.402,10.567,0.321945679947005
2,2,6,"WL","491",2.987,9.627,0.310273189986496
2,2,6,"WL","492",3.273,9.673,0.338364519797374
2,2,6,"WL","493",2.025,9.845,0.205688166582021
2,2,6,"WL","494",2.761,12.839,0.215047900926863
2,2,6,"WL","495",3.627,9.249,0.392150502757055
2,2,6,"WL","496",3.14,8.999,0.348927658628737
2,2,6,"WL","497",3.488,9.051,0.385371782123522
2,2,6,"WL","498",2.346,12.919,0.181593002554377
2,2,6,"WL","499",2.572,9.357,0.274874425563749
2,2,6,"WL","500",5.238,9.93,0.527492447129909
2,2,6,"UVB","581",3.099,8.663,0.357728269652545
2,2,6,"UVB","582",3.842,9.846,0.390209222019094
2,2,6,"UVB","583",4.403,8.387,0.524979134374627
2,2,6,"UVB","584",3.318,10.388,0.319407008086253
2,2,6,"UVB","585",3.543,9.999,0.354335433543354
2,2,6,"UVB","586",3.377,10.815,0.312251502542765
2,2,6,"UVB","587",3.915,7.053,0.555082943428328
2,2,6,"UVB","588",3.55,9.42,0.376857749469214
2,2,6,"UVB","589",4.696,10.787,0.435338833781403
2,2,6,"UVB","590",4.031,7.64,0.52761780104712
2,3,0,"PreDawn","51",1.891,8.498,0.222522946575665
2,3,0,"PreDawn","52",1.12,5.674,0.197391610856539
2,3,0,"PreDawn","53",1.197,7.971,0.150169363944298
2,3,0,"PreDawn","54",1.495,5.178,0.288721514098107
2,3,0,"PreDawn","55",1.935,6.559,0.295014483915231
2,3,0,"PreDawn","56",1.427,8.63,0.165353418308227
2,3,0,"PreDawn","57",0.947,4.702,0.201403658017865
2,3,0,"PreDawn","58",1.456,7.317,0.198988656553232
2,3,0,"PreDawn","59",1.343,6.156,0.21816114359974
2,3,0,"PreDawn","60",0.927,4.882,0.189881196231053
2,3,2,"WL","141",2.358,7.164,0.329145728643216
2,3,2,"WL","142",1.952,10.72,0.182089552238806
2,3,2,"WL","143",3.205,11.265,0.28450954283178
2,3,2,"WL","144",1.942,11.315,0.171630578877596
2,3,2,"WL","145",2.619,8.215,0.31880706025563
2,3,2,"WL","146",3.235,7.73,0.41849935316947
2,3,2,"WL","147",2.782,10.03,0.277367896311067
2,3,2,"WL","148",3.154,9.589,0.328918552508082
2,3,2,"WL","149",2.56,9.07,0.282249173098126
2,3,2,"WL","150",2.701,8.585,0.314618520675597
2,3,2,"UVB","231",2.821,6.962,0.405199655271474
2,3,2,"UVB","232",2.571,10.454,0.24593457049933
2,3,2,"UVB","233",2.599,7.449,0.348905893408511
2,3,2,"UVB","234",1.675,5.512,0.303882438316401
2,3,2,"UVB","235",3.609,7.974,0.452595936794582
2,3,2,"UVB","236",2.772,7.689,0.360515021459227
2,3,2,"UVB","237",2.527,6.38,0.396081504702194
2,3,2,"UVB","238",2.375,8.685,0.273459988485895
2,3,2,"UVB","239",2.441,6.604,0.369624470018171
2,3,2,"UVB","240",2.977,6.956,0.427975848188614
2,3,4,"WL","321",1.775,9.526,0.18633214360697
2,3,4,"WL","322",3.023,10.952,0.276022644265888
2,3,4,"WL","323",3.355,12.383,0.270935960591133
2,3,4,"WL","324",3.658,7.804,0.468733982573039
2,3,4,"WL","325",4.868,8.978,0.542214301626197
2,3,4,"WL","326",3.32,9.338,0.355536517455558
2,3,4,"WL","327",2.782,11.811,0.235543137752942
2,3,4,"WL","328",3.888,10.985,0.353937187073282
2,3,4,"WL","329",4.092,8.892,0.460188933873144
2,3,4,"WL","330",2.369,13.219,0.179211740676299
2,3,4,"UVB","411",3.943,9.696,0.406662541254125
2,3,4,"UVB","412",5.185,9.402,0.551478408849181
2,3,4,"UVB","413",3.227,12.372,0.260830908503071
2,3,4,"UVB","414",3.187,6.143,0.518801888328178
2,3,4,"UVB","415",2.939,6.679,0.440035933522982
2,3,4,"UVB","416",3.307,9.66,0.342339544513458
2,3,4,"UVB","417",4.342,11.546,0.376060973497315
2,3,4,"UVB","418",4.831,10.146,0.476148235757934
2,3,4,"UVB","419",3.683,12.027,0.306227654444167
2,3,4,"UVB","420",3.153,9.135,0.345155993431855
2,3,6,"WL","501",2.494,10.346,0.241059346607385
2,3,6,"WL","502",3.578,9.225,0.387859078590786
2,3,6,"WL","503",2.407,10.408,0.231264411990776
2,3,6,"WL","504",4.184,10.476,0.399389079801451
2,3,6,"WL","505",3.83,7.635,0.501637197118533
2,3,6,"WL","506",2.394,12.905,0.185509492444789
2,3,6,"WL","507",3.943,8.858,0.445134341837887
2,3,6,"WL","508",2.645,9.48,0.279008438818565
2,3,6,"WL","509",2.654,11.277,0.235346280039017
2,3,6,"WL","510",0.916,10.199,0.0898127267379155
2,3,6,"UVB","591",3.546,8.288,0.42784749034749
2,3,6,"UVB","592",3.658,9.29,0.393756727664155
2,3,6,"UVB","593",4.711,8.828,0.53364295423652
2,3,6,"UVB","594",2.894,5.983,0.483703827511282
2,3,6,"UVB","595",3.842,7.746,0.495997934417764
2,3,6,"UVB","596",3.178,8.282,0.383723738227481
2,3,6,"UVB","597",3.857,8.839,0.436361579364181
2,3,6,"UVB","598",4.205,9.686,0.434131736526946
2,3,6,"UVB","599",3.515,10.951,0.320975253401516
2,3,6,"UVB","600",3.806,9.504,0.400462962962963
3,1,0,"PreDawn","61",0.654,4.694,0.13932680017043
3,1,0,"PreDawn","62",1.105,5.299,0.20852991130402
3,1,0,"PreDawn","63",0.693,6.082,0.113942781979612
3,1,0,"PreDawn","64",1.798,8.547,0.21036621036621
3,1,0,"PreDawn","65",1.239,6.032,0.20540450928382
3,1,0,"PreDawn","66",0.814,8.94,0.0910514541387025
3,1,0,"PreDawn","67",1.04,6.004,0.173217854763491
3,1,0,"PreDawn","68",0.929,7.243,0.128261769984813
3,1,0,"PreDawn","69",0.96,5.745,0.16710182767624
3,1,0,"PreDawn","70",1.146,7.013,0.163410808498503
3,1,2,"WL","151",2.069,7.302,0.283347028211449
3,1,2,"WL","152",2.8,8.265,0.338777979431337
3,1,2,"WL","153",2.2,8.82,0.249433106575964
3,1,2,"WL","154",2.558,7.417,0.344883376028044
3,1,2,"WL","155",1.594,6.621,0.240749131551125
3,1,2,"WL","156",1.789,7.6,0.235394736842105
3,1,2,"WL","157",1.961,6.765,0.289874353288987
3,1,2,"WL","158",2.106,7.347,0.286647611269906
3,1,2,"WL","159",2.354,8.693,0.270792591740481
3,1,2,"WL","160",1.865,5.326,0.350168982350732
3,1,2,"UVB","241",2.325,9.29,0.2502691065662
3,1,2,"UVB","242",2.926,7.07,0.413861386138614
3,1,2,"UVB","243",1.971,8.763,0.224922971585074
3,1,2,"UVB","244",2.635,10.008,0.263289368505196
3,1,2,"UVB","245",2.309,7.009,0.329433585390213
3,1,2,"UVB","246",2.856,8.889,0.321295983800203
3,1,2,"UVB","247",2.349,7.291,0.32217802770539
3,1,2,"UVB","248",2.557,7.013,0.364608584058178
3,1,2,"UVB","249",3.154,10.304,0.306094720496894
3,1,2,"UVB","250",2.682,7.959,0.336977007161704
3,1,4,"WL","331",2.011,8.742,0.230038892701899
3,1,4,"WL","332",3.306,9.101,0.363256784968685
3,1,4,"WL","333",1.99,7.338,0.271191060234396
3,1,4,"WL","334",3.212,8.423,0.381336815861332
3,1,4,"WL","335",2.554,9.174,0.278395465445825
3,1,4,"WL","336",2.211,7.96,0.277763819095477
3,1,4,"WL","337",2.467,8.079,0.305359574204728
3,1,4,"WL","338",2.904,7.386,0.393176279447604
3,1,4,"WL","339",3.052,9.257,0.329696445932808
3,1,4,"WL","340",3.528,9.68,0.364462809917355
3,1,4,"UVB","421",4.099,9.321,0.439759682437507
3,1,4,"UVB","422",2.479,6.655,0.372501878287002
3,1,4,"UVB","423",2.696,6.866,0.392659481503059
3,1,4,"UVB","424",2.551,8.201,0.311059626874771
3,1,4,"UVB","425",2.311,9.42,0.245329087048832
3,1,4,"UVB","426",2.069,8.381,0.246867915523207
3,1,4,"UVB","427",3.288,9.415,0.34922995220393
3,1,4,"UVB","428",3.164,9.586,0.330064677654913
3,1,4,"UVB","429",2.256,9.129,0.24712454814328
3,1,4,"UVB","430",2.916,7.715,0.377965003240441
3,1,6,"WL","511",2.467,7.481,0.329768747493651
3,1,6,"WL","512",2.945,11.096,0.26541095890411
3,1,6,"WL","513",4.201,9.322,0.450654366015876
3,1,6,"WL","514",3.209,10.194,0.314793015499313
3,1,6,"WL","515",3.159,10.67,0.296063730084349
3,1,6,"WL","516",1.82,9.528,0.191015952980688
3,1,6,"WL","517",2.201,9.555,0.230350601779173
3,1,6,"WL","518",2.449,9.635,0.254177477944992
3,1,6,"WL","519",1.64,8.152,0.201177625122669
3,1,6,"WL","520",1.752,8.74,0.20045766590389
3,1,6,"UVB","601",4.334,8.651,0.500982545370477
3,1,6,"UVB","602",2.97,9.817,0.302536416420495
3,1,6,"UVB","603",2.076,7.828,0.265201839550332
3,1,6,"UVB","604",3.511,6.955,0.504816678648454
3,1,6,"UVB","605",2.888,7.953,0.363133408776562
3,1,6,"UVB","606",3.345,7.641,0.437769925402434
3,1,6,"UVB","607",3.24,9.08,0.356828193832599
3,1,6,"UVB","608",3.807,8.911,0.42722477836382
3,1,6,"UVB","609",3.726,8.587,0.43391172702923
3,1,6,"UVB","610",3.095,9.707,0.318842072731019
3,2,0,"PreDawn","71",1.196,5.868,0.203817314246762
3,2,0,"PreDawn","72",1.503,6.441,0.233348858872846
3,2,0,"PreDawn","73",1.358,6.926,0.196072769275195
3,2,0,"PreDawn","74",0.844,6.441,0.131035553485484
3,2,0,"PreDawn","75",0.913,5.354,0.170526709002615
3,2,0,"PreDawn","76",0.815,6.281,0.129756408215252
3,2,0,"PreDawn","77",1.272,5.869,0.216731981598228
3,2,0,"PreDawn","78",0.951,6.856,0.138710618436406
3,2,0,"PreDawn","79",1.349,5.504,0.245094476744186
3,2,0,"PreDawn","80",0.863,6.889,0.125272173029467
