"Repeat","Plant","Treatment","Genotype","Stomata","Width","Length","Ratio"
1,2,"PreDawn","q1124","283",3.066,10.031,0.305652477320307
1,2,"PreDawn","q1124","284",2.174,7.753,0.28040758416097
1,2,"PreDawn","q1124","285",1.95,6.935,0.281182408074982
1,2,"PreDawn","q1124","286",1.986,8.195,0.242342892007322
1,2,"PreDawn","q1124","287",1.765,9.88,0.178643724696356
1,2,"PreDawn","q1124","288",3.232,9.793,0.330031655263964
1,2,"PreDawn","q1124","289",3.224,8.808,0.366030881017257
1,2,"PreDawn","q1124","290",2.053,11.964,0.171598127716483
1,2,"PreDawn","ost1-3","551",1.808,7.148,0.252937884722999
1,2,"PreDawn","ost1-3","552",1.91,11.73,0.162830349531117
1,2,"PreDawn","ost1-3","553",2.514,11.981,0.209832234371088
1,2,"PreDawn","ost1-3","554",2.033,8.016,0.253617764471058
1,2,"PreDawn","ost1-3","555",2.84,8.647,0.328437608419105
1,2,"PreDawn","ost1-3","556",1.938,5.554,0.348937702556716
1,2,"PreDawn","ost1-3","557",1.606,7.024,0.228644646924829
1,2,"PreDawn","ost1-3","558",1.744,3.787,0.460522841299181
1,2,"PreDawn","ost1-3","559",1.544,6.708,0.230172927847346
1,2,"PreDawn","ost1-3","560",0.527,9.749,0.0540568263411632
1,2,"WL","Col-0","101",2.243,7.383,0.303806040904781
1,2,"WL","Col-0","102",2.441,8.709,0.280284762888965
1,2,"WL","Col-0","103",1.654,6.462,0.255957907768493
1,2,"WL","Col-0","104",1.797,6.492,0.276802218114603
1,2,"WL","Col-0","105",1.96,6.295,0.311358220810167
1,2,"WL","Col-0","106",1.975,5.399,0.365808483052417
1,2,"WL","Col-0","107",1.906,7.27,0.262173314993122
1,2,"WL","Col-0","108",1.878,4.249,0.441986349729348
1,2,"WL","Col-0","109",2.615,11.215,0.233169861792243
1,2,"WL","Col-0","110",2.94,10.608,0.277149321266968
1,2,"WL","q1124","371",2.014,6.867,0.293286733653706
1,2,"WL","q1124","372",2.911,5.292,0.550075585789871
1,2,"WL","q1124","373",2.682,13.566,0.197700132684653
1,2,"WL","q1124","374",2.455,5.859,0.419013483529613
1,2,"WL","q1124","375",2.632,6.964,0.3779437105112
1,2,"WL","q1124","376",1.524,10.302,0.147932440302854
1,2,"WL","q1124","377",2.719,8.646,0.314480684709692
1,2,"WL","q1124","378",3.458,7.839,0.441127694859038
1,2,"WL","q1124","379",3.042,8.294,0.366771159874608
1,2,"WL","q1124","380",2.171,7.598,0.285733087654646
1,2,"WL","ost1-3","641",1.9,7.468,0.254418853776111
1,2,"WL","ost1-3","642",3.131,7.364,0.425176534492124
1,2,"WL","ost1-3","643",2.372,6.542,0.362580250687863
1,2,"WL","ost1-3","644",2.408,8.901,0.270531400966184
1,2,"WL","ost1-3","645",4.12,9.831,0.419082494151155
1,2,"WL","ost1-3","646",2.522,6.535,0.385921958684009
1,2,"WL","ost1-3","647",2.251,8.276,0.271991300144998
1,2,"WL","ost1-3","648",3.054,8.504,0.359125117591722
1,2,"WL","ost1-3","649",1.869,4.177,0.447450323198468
1,2,"WL","ost1-3","650",3.452,10.465,0.329861442904921
1,2,"UVB","Col-0","191",4.81,6.196,0.776307295029051
1,2,"UVB","Col-0","192",2.542,7.017,0.362263075388343
1,2,"UVB","Col-0","193",2.839,8.108,0.35014800197336
1,2,"UVB","Col-0","194",2.227,4.875,0.456820512820513
1,2,"UVB","Col-0","195",3.577,9.651,0.370635167340172
1,2,"UVB","Col-0","196",2.884,5.904,0.488482384823848
1,2,"UVB","Col-0","197",2.157,3.914,0.551098620337251
1,2,"UVB","Col-0","198",2.598,8.252,0.314832767813863
1,2,"UVB","Col-0","199",3.088,5.384,0.573551263001486
1,2,"UVB","Col-0","200",2.553,6.088,0.419349540078844
1,2,"UVB","q1124","461",3.82,5.794,0.659302726958923
1,2,"UVB","q1124","462",3.846,9.432,0.407760814249364
1,2,"UVB","q1124","463",4.461,13.336,0.334508098380324
1,2,"UVB","q1124","464",2.557,11.037,0.231675274078101
1,2,"UVB","q1124","465",3.02,8.195,0.368517388651617
1,2,"UVB","q1124","466",3.808,8.161,0.466609484131847
1,2,"UVB","q1124","467",3.621,7.803,0.464052287581699
1,2,"UVB","q1124","468",2.92,6.547,0.446005804185123
1,2,"UVB","q1124","469",3.091,7.423,0.416408460191297
1,2,"UVB","q1124","470",2.627,7.19,0.365368567454798
1,2,"UVB","ost1-3","731",2.306,4.245,0.543227326266196
1,2,"UVB","ost1-3","732",1.992,6.287,0.31684428185144
1,2,"UVB","ost1-3","733",2.166,5.287,0.409684130887081
1,2,"UVB","ost1-3","734",2.534,6.22,0.407395498392283
1,2,"UVB","ost1-3","735",2.598,9.853,0.263676037754998
1,2,"UVB","ost1-3","736",3.156,12.66,0.249289099526066
1,2,"UVB","ost1-3","737",1.606,5.225,0.307368421052632
1,2,"UVB","ost1-3","738",2.53,5.66,0.446996466431095
1,2,"UVB","ost1-3","739",2.47,7.73,0.319534282018111
1,2,"UVB","ost1-3","740",2.487,7.04,0.353267045454545
1,3,"PreDawn","Col-0","21",1.713,5.447,0.314485037635396
1,3,"PreDawn","Col-0","22",1.773,6.481,0.273568893689245
1,3,"PreDawn","Col-0","23",2.098,7.674,0.27339066979411
1,3,"PreDawn","Col-0","24",3.954,11.421,0.346204360388758
1,3,"PreDawn","Col-0","25",2.375,8.571,0.277097188192743
1,3,"PreDawn","Col-0","26",2.942,7.432,0.395855758880517
1,3,"PreDawn","Col-0","27",1.889,8.784,0.215050091074681
1,3,"PreDawn","Col-0","28",1.521,6.558,0.231930466605672
1,3,"PreDawn","Col-0","29",1.521,9.12,0.166776315789474
1,3,"PreDawn","Col-0","30",2.18,10.848,0.200958702064897
1,3,"PreDawn","q1124","291",2.581,9.252,0.278966709900562
1,3,"PreDawn","q1124","292",3.543,12.025,0.294636174636175
1,3,"PreDawn","q1124","293",1.678,7.072,0.237273755656109
1,3,"PreDawn","q1124","294",2.34,7.613,0.30736897412321
1,3,"PreDawn","q1124","295",2.696,13.018,0.207097864495314
1,3,"PreDawn","q1124","296",3.172,6.817,0.465307319935455
1,3,"PreDawn","q1124","297",2.422,8.448,0.286695075757576
1,3,"PreDawn","q1124","298",2.859,7.96,0.359170854271357
1,3,"PreDawn","q1124","299",2.485,10.609,0.234235083419738
1,3,"PreDawn","q1124","300",1.959,7.582,0.258375098918491
1,3,"PreDawn","ost1-3","561",1.72,8.016,0.214570858283433
1,3,"PreDawn","ost1-3","562",1.703,5.419,0.314264624469459
1,3,"PreDawn","ost1-3","563",1.698,5.196,0.326789838337182
1,3,"PreDawn","ost1-3","564",2.283,9.941,0.229654964289307
1,3,"PreDawn","ost1-3","565",1.781,7.463,0.238643976952968
1,3,"PreDawn","ost1-3","566",1.776,5.487,0.323674138873702
1,3,"PreDawn","ost1-3","567",1.635,5.987,0.273091698680474
1,3,"PreDawn","ost1-3","568",1.755,6.924,0.253466204506066
1,3,"PreDawn","ost1-3","569",0.818,6.845,0.119503287070855
1,3,"PreDawn","ost1-3","570",2.243,9.039,0.248146918906959
1,3,"WL","Col-0","111",1.771,5.166,0.342818428184282
1,3,"WL","Col-0","112",1.901,4.915,0.38677517802645
1,3,"WL","Col-0","113",3.847,11.389,0.337782070418825
1,3,"WL","Col-0","114",2.022,6.41,0.315444617784711
1,3,"WL","Col-0","115",3.521,7.163,0.491553818232584
1,3,"WL","Col-0","116",1.923,9.427,0.203988543545136
1,3,"WL","Col-0","117",1.751,4.386,0.39922480620155
1,3,"WL","Col-0","118",1.796,4.38,0.410045662100457
1,3,"WL","Col-0","119",1.992,7.522,0.264823185323052
1,3,"WL","Col-0","120",1.742,5.256,0.331430745814307
1,3,"WL","q1124","381",3.175,6.194,0.512592831772683
1,3,"WL","q1124","382",2.607,7.887,0.330543933054393
1,3,"WL","q1124","383",2.308,7.482,0.308473670141673
1,3,"WL","q1124","384",2.865,8.208,0.349049707602339
1,3,"WL","q1124","385",1.953,6.593,0.296223267101471
1,3,"WL","q1124","386",2.316,7.578,0.305621536025336
1,3,"WL","q1124","387",2.312,7.836,0.295048494129658
1,3,"WL","q1124","388",3.779,9.424,0.400997453310696
1,3,"WL","q1124","389",2.157,7.791,0.276857912976511
1,3,"WL","q1124","390",2.671,5.696,0.468925561797753
1,3,"WL","ost1-3","651",2.19,6.27,0.349282296650718
1,3,"WL","ost1-3","652",4.527,10.23,0.442521994134897
1,3,"WL","ost1-3","653",2.514,8.943,0.281113720228111
1,3,"WL","ost1-3","654",2.04,8.629,0.236412098736818
1,3,"WL","ost1-3","655",1.947,7.511,0.259219810943949
1,3,"WL","ost1-3","656",1.841,6.06,0.303795379537954
1,3,"WL","ost1-3","657",2.584,12.706,0.203368487328821
1,3,"WL","ost1-3","658",2.204,8.991,0.245134022911801
1,3,"WL","ost1-3","659",2.674,6.655,0.401803155522164
1,3,"WL","ost1-3","660",2.066,3.923,0.526637777211318
1,3,"UVB","Col-0","201",1.878,8.68,0.216359447004608
1,3,"UVB","Col-0","202",2.118,7.191,0.29453483521068
1,3,"UVB","Col-0","203",2.436,7.36,0.330978260869565
1,3,"UVB","Col-0","204",2.04,7.26,0.28099173553719
1,3,"UVB","Col-0","205",2.736,8.226,0.332603938730853
1,3,"UVB","Col-0","206",2.297,7.34,0.312942779291553
1,3,"UVB","Col-0","207",2.045,5.839,0.350231203973283
1,3,"UVB","Col-0","208",2.993,6.28,0.476592356687898
1,3,"UVB","Col-0","209",3.497,12.131,0.288269722199324
1,3,"UVB","Col-0","210",2.744,8.66,0.316859122401848
1,3,"UVB","q1124","471",2.957,8.328,0.355067243035543
1,3,"UVB","q1124","472",2.966,7.979,0.371725780172954
1,3,"UVB","q1124","473",2.758,8.264,0.333736689254598
1,3,"UVB","q1124","474",3.628,11.539,0.314411994106942
1,3,"UVB","q1124","475",2.566,10.07,0.254816285998014
1,3,"UVB","q1124","476",2.804,12.89,0.217532971295578
1,3,"UVB","q1124","477",4.006,6.839,0.585758151776576
1,3,"UVB","q1124","478",3.06,12.149,0.251872582105523
1,3,"UVB","q1124","479",2.232,8.158,0.273596469722971
1,3,"UVB","q1124","480",3.384,12.16,0.278289473684211
1,3,"UVB","ost1-3","741",2.328,6.275,0.370996015936255
1,3,"UVB","ost1-3","742",3.621,9.847,0.36772621102874
1,3,"UVB","ost1-3","743",3.14,5.234,0.599923576614444
1,3,"UVB","ost1-3","744",2.98,7.926,0.37597779460005
1,3,"UVB","ost1-3","745",1.66,8.37,0.198327359617682
1,3,"UVB","ost1-3","746",3.175,6.463,0.491257929753984
1,3,"UVB","ost1-3","747",2.25,9.184,0.244991289198606
1,3,"UVB","ost1-3","748",2.666,6.67,0.399700149925037
1,3,"UVB","ost1-3","749",3.509,8.616,0.407265552460539
1,3,"UVB","ost1-3","750",2.601,6.03,0.43134328358209
2,1,"PreDawn","Col-0","31",1.235,7.872,0.156885162601626
2,1,"PreDawn","Col-0","32",1.682,5.31,0.316760828625235
2,1,"PreDawn","Col-0","33",1.438,7.72,0.186269430051813
2,1,"PreDawn","Col-0","34",2.156,7.436,0.289940828402367
2,1,"PreDawn","Col-0","35",2.561,6.621,0.386799577103157
2,1,"PreDawn","Col-0","36",3.325,12.274,0.270897832817337
2,1,"PreDawn","Col-0","37",1.302,7.001,0.185973432366805
2,1,"PreDawn","Col-0","38",1.449,6.787,0.213496390157654
2,1,"PreDawn","Col-0","39",1.616,7.214,0.224008871638481
2,1,"PreDawn","Col-0","40",2.079,9.881,0.210403805282866
2,1,"PreDawn","q1124","301",3.252,9.136,0.355954465849387
2,1,"PreDawn","q1124","302",2.724,6.023,0.452266312468869
2,1,"PreDawn","q1124","303",2.982,8.54,0.349180327868853
2,1,"PreDawn","q1124","304",2.174,8.966,0.242471559223734
2,1,"PreDawn","q1124","305",1.85,6.531,0.283264431174399
2,1,"PreDawn","q1124","306",2.567,6.834,0.375621890547264
2,1,"PreDawn","q1124","307",2.519,6.053,0.416157277383116
2,1,"PreDawn","q1124","308",2.205,6.284,0.3508911521324
2,1,"PreDawn","q1124","309",2.286,7.615,0.300196979645437
2,1,"PreDawn","q1124","310",1.932,6.883,0.280691558913265
2,1,"PreDawn","ost1-3","571",1.446,6.785,0.213117170228445
2,1,"PreDawn","ost1-3","572",2.586,5.89,0.439049235993209
2,1,"PreDawn","ost1-3","573",2.095,5.607,0.373640092741216
2,1,"PreDawn","ost1-3","574",1.472,4,0.368
2,1,"PreDawn","ost1-3","575",2.724,4.057,0.67143209267932
2,1,"PreDawn","ost1-3","576",1.607,8.472,0.189683663833805
2,1,"PreDawn","ost1-3","577",2.632,10.17,0.258800393313668
2,1,"PreDawn","ost1-3","578",2.212,6.308,0.350665821179455
2,1,"PreDawn","ost1-3","579",2.115,5.52,0.383152173913044
2,1,"PreDawn","ost1-3","580",3.091,12.387,0.249535803665133
2,1,"WL","Col-0","121",1.957,6.037,0.324167632930263
2,1,"WL","Col-0","122",1.882,6.496,0.289716748768473
2,1,"WL","Col-0","123",2.014,5.942,0.338943116795692
2,1,"WL","Col-0","124",2.032,7.815,0.26001279590531
2,1,"WL","Col-0","125",1.972,6.139,0.321224955204431
2,1,"WL","Col-0","126",2.663,7.805,0.341191543882127
2,1,"WL","Col-0","127",2.879,5.553,0.518458490905817
2,1,"WL","Col-0","128",2.46,7.192,0.342046718576196
2,1,"WL","Col-0","129",2.75,5.76,0.477430555555556
2,1,"WL","Col-0","130",2.274,7.763,0.292927991755765
2,1,"WL","q1124","391",3.184,8.354,0.381134785731386
2,1,"WL","q1124","392",2.848,7.886,0.361146335277707
2,1,"WL","q1124","393",3.029,9.016,0.335958296362023
2,1,"WL","q1124","394",2.738,5.641,0.485374933522425
2,1,"WL","q1124","395",1.758,8.069,0.217870863799727
2,1,"WL","q1124","396",2.655,7.911,0.335608646188851
2,1,"WL","q1124","397",3.424,8.805,0.388869960249858
2,1,"WL","q1124","398",2.606,9.213,0.28286117442744
2,1,"WL","q1124","399",2.558,5.39,0.474582560296846
2,1,"WL","q1124","400",2.147,8.181,0.262437354846596
2,1,"WL","ost1-3","661",3.406,7.361,0.462708871077299
2,1,"WL","ost1-3","662",2.606,5.032,0.517885532591415
2,1,"WL","ost1-3","663",2.487,10.057,0.247290444466541
2,1,"WL","ost1-3","664",1.789,6.65,0.269022556390977
2,1,"WL","ost1-3","665",1.699,4.987,0.340685783035893
2,1,"WL","ost1-3","666",1.766,7.209,0.244971563323623
2,1,"WL","ost1-3","667",1.87,8.509,0.219767305206252
2,1,"WL","ost1-3","668",3.188,11.187,0.284973630106373
2,1,"WL","ost1-3","669",1.515,3.768,0.402070063694268
2,1,"WL","ost1-3","670",2.536,8.167,0.310517938043345
2,1,"UVB","Col-0","211",5.348,10.77,0.496564531104921
2,1,"UVB","Col-0","212",3.946,11.273,0.350039918389071
2,1,"UVB","Col-0","213",3.635,8.179,0.444430859518278
2,1,"UVB","Col-0","214",3.008,6.624,0.454106280193237
2,1,"UVB","Col-0","215",3.314,9.495,0.349025803054239
2,1,"UVB","Col-0","216",3.451,13.284,0.259786208973201
2,1,"UVB","Col-0","217",3.685,6.967,0.5289220611454
2,1,"UVB","Col-0","218",1.798,3.938,0.456576942610462
2,1,"UVB","Col-0","219",2.979,8.778,0.339371155160629
2,1,"UVB","Col-0","220",4.013,9.312,0.430949312714777
2,1,"UVB","q1124","481",3.274,10.485,0.312255603242728
2,1,"UVB","q1124","482",3.587,6.19,0.579483037156704
2,1,"UVB","q1124","483",3.412,8.448,0.403882575757576
2,1,"UVB","q1124","484",2.606,13.521,0.192737223578138
2,1,"UVB","q1124","485",3.334,10.022,0.33266813011375
2,1,"UVB","q1124","486",3.22,10.3,0.312621359223301
2,1,"UVB","q1124","487",3.078,7.379,0.41712969237024
2,1,"UVB","q1124","488",4.131,7.66,0.539295039164491
2,1,"UVB","q1124","489",3.119,8.188,0.380923302393747
2,1,"UVB","q1124","490",3.291,8.584,0.38338769804287
2,1,"UVB","ost1-3","751",3.495,7.044,0.496166950596252
2,1,"UVB","ost1-3","752",2.914,12.081,0.241205198245178
2,1,"UVB","ost1-3","753",2.331,8.284,0.28138580395944
2,1,"UVB","ost1-3","754",2.502,6.162,0.40603700097371
2,1,"UVB","ost1-3","755",1.801,5.721,0.314805104002797
2,1,"UVB","ost1-3","756",3.47,7.209,0.481342765986961
2,1,"UVB","ost1-3","757",2.699,7.866,0.343122298499873
2,1,"UVB","ost1-3","758",2.764,8.319,0.332251472532756
2,1,"UVB","ost1-3","759",2.491,7.259,0.343160214905634
2,1,"UVB","ost1-3","760",4.227,13.049,0.323932868419036
2,2,"PreDawn","Col-0","41",2.101,8.564,0.245329285380663
2,2,"PreDawn","Col-0","42",1.923,6.811,0.282337395389811
2,2,"PreDawn","Col-0","43",2.532,8.759,0.289074095216349
2,2,"PreDawn","Col-0","44",1.372,8.13,0.168757687576876
2,2,"PreDawn","Col-0","45",1.471,6.816,0.215815727699531
2,2,"PreDawn","Col-0","46",1.713,9.099,0.188262446422684
2,2,"PreDawn","Col-0","47",1.73,7.47,0.231593038821954
2,2,"PreDawn","Col-0","48",1.906,6.336,0.300820707070707
2,2,"PreDawn","Col-0","49",1.535,8.465,0.181334908446545
2,2,"PreDawn","Col-0","50",1.988,5.354,0.371311169219275
2,2,"PreDawn","q1124","311",3.926,10.008,0.39228617106315
2,2,"PreDawn","q1124","312",2.78,9.177,0.302931241146344
2,2,"PreDawn","q1124","313",3.443,13.022,0.264398709875595
2,2,"PreDawn","q1124","314",3.895,9.652,0.403543307086614
2,2,"PreDawn","q1124","315",2.648,11.519,0.229881066064763
2,2,"PreDawn","q1124","316",1.953,9.834,0.198596705308115
2,2,"PreDawn","q1124","317",2.115,10.221,0.20692691517464
2,2,"PreDawn","q1124","318",2.607,7.434,0.350686037126715
2,2,"PreDawn","q1124","319",3.672,6.529,0.562413845918211
2,2,"PreDawn","q1124","320",3.57,7.406,0.482041587901701
2,2,"PreDawn","ost1-3","581",2.65,8.602,0.308067891188096
2,2,"PreDawn","ost1-3","582",2.867,11.36,0.25237676056338
2,2,"PreDawn","ost1-3","583",1.156,3.312,0.349033816425121
2,2,"PreDawn","ost1-3","584",2.833,10.327,0.27432942771376
2,2,"PreDawn","ost1-3","585",3.962,11.981,0.330690259577665
2,2,"PreDawn","ost1-3","586",2.983,6.848,0.435601635514019
2,2,"PreDawn","ost1-3","587",1.586,5.477,0.28957458462662
2,2,"PreDawn","ost1-3","588",2.068,6.119,0.33796371956202
2,2,"PreDawn","ost1-3","589",2.65,5.845,0.453378956372968
2,2,"PreDawn","ost1-3","590",1.713,6.109,0.280405958422
2,2,"WL","Col-0","131",3.121,11.802,0.264446703948483
2,2,"WL","Col-0","132",2.868,8.088,0.35459940652819
2,2,"WL","Col-0","133",2.516,7.689,0.327220704903108
2,2,"WL","Col-0","134",3.33,13.765,0.241917907737014
2,2,"WL","Col-0","135",1.788,7.51,0.238082556591212
2,2,"WL","Col-0","136",2.253,10.841,0.207822156627617
2,2,"WL","Col-0","137",1.978,10.906,0.181368054282047
2,2,"WL","Col-0","138",2.133,6.414,0.332553788587465
2,2,"WL","Col-0","139",1.664,3.22,0.516770186335404
2,2,"WL","Col-0","140",1.801,6.247,0.288298383223947
2,2,"WL","q1124","401",2.375,7.387,0.321510762149723
2,2,"WL","q1124","402",2.818,12.962,0.217404721493597
2,2,"WL","q1124","403",2.726,8.146,0.334642769457402
2,2,"WL","q1124","404",1.631,5.269,0.309546403492124
2,2,"WL","q1124","405",1.599,5.945,0.268965517241379
2,2,"WL","q1124","406",1.902,7.283,0.261156116984759
2,2,"WL","q1124","407",2.25,8.955,0.251256281407035
2,2,"WL","q1124","408",4.09,9.839,0.415692651692245
2,2,"WL","q1124","409",2,4.033,0.495908752789487
2,2,"WL","q1124","410",2.793,5.585,0.500089525514772
2,2,"WL","ost1-3","671",1.56,9.917,0.157305636785318
2,2,"WL","ost1-3","672",2.097,6.432,0.326026119402985
2,2,"WL","ost1-3","673",2.577,13.073,0.197123843035264
2,2,"WL","ost1-3","674",1.176,10.991,0.106996633609317
2,2,"WL","ost1-3","675",1.558,4.017,0.387851630570077
2,2,"WL","ost1-3","676",3.115,6.812,0.457281268349971
2,2,"WL","ost1-3","677",1.893,5.836,0.324366004112406
2,2,"WL","ost1-3","678",2.134,9.522,0.224112581390464
2,2,"WL","ost1-3","679",2.206,8.634,0.255501505675237
2,2,"WL","ost1-3","680",2.131,9.601,0.221956046245183
2,2,"UVB","Col-0","221",2.742,11.909,0.230246032412461
2,2,"UVB","Col-0","222",3.006,8.818,0.340893626672715
2,2,"UVB","Col-0","223",3.396,5.101,0.665751813369928
2,2,"UVB","Col-0","224",2.275,8.01,0.284019975031211
2,2,"UVB","Col-0","225",1.874,8.136,0.230334316617503
2,2,"UVB","Col-0","226",2.685,8.736,0.307348901098901
2,2,"UVB","Col-0","227",3.15,7.032,0.447952218430034
2,2,"UVB","Col-0","228",2.228,9.803,0.227277364072223
2,2,"UVB","Col-0","229",4.293,10.097,0.425175794790532
2,2,"UVB","Col-0","230",2.222,6.325,0.351304347826087
