"Repeat","Plant","Treatment","Genotype","Stomata","Width","Length","Ratio"
1,1,"WL","Col-0","94",1.683,8.908,0.188931297709924
1,1,"WL","Col-0","95",2.937,8.786,0.334281811973594
1,1,"WL","Col-0","96",3.505,10.791,0.324807710128811
1,1,"WL","Col-0","97",2.126,7.56,0.281216931216931
1,1,"WL","Col-0","98",3.267,12.928,0.252707301980198
1,1,"WL","Col-0","99",1.98,9.9,0.2
1,1,"WL","Col-0","100",2.919,7.196,0.405642023346304
1,1,"WL","uvr8-6","361",3.617,8.43,0.429062870699881
1,1,"WL","uvr8-6","362",3.432,12.682,0.270619776060558
1,1,"WL","uvr8-6","363",2.952,10.214,0.289015077344821
1,1,"WL","uvr8-6","364",3.265,8.717,0.374555466330159
1,1,"WL","uvr8-6","365",3.286,8.119,0.404729646508191
1,1,"WL","uvr8-6","366",3.592,11.77,0.30518266779949
1,1,"WL","uvr8-6","367",3.099,12.214,0.253725233338792
1,1,"WL","uvr8-6","368",4.092,9.807,0.417252982563475
1,1,"WL","uvr8-6","369",1.663,11.123,0.149510024274027
1,1,"WL","uvr8-6","370",2.526,5.78,0.437024221453287
1,1,"WL","cop1","901",4.075,11.429,0.356549129407647
1,1,"WL","cop1","902",3.755,7.384,0.50853196099675
1,1,"WL","cop1","903",4.499,8.883,0.506473038387932
1,1,"WL","cop1","904",7.23,10.348,0.698685736374179
1,1,"WL","cop1","905",6.656,11.684,0.56966792194454
1,1,"WL","cop1","906",4.483,13.682,0.327656775325245
1,1,"WL","cop1","907",4.379,8.025,0.545669781931464
1,1,"WL","cop1","908",4.235,11.643,0.363737868247015
1,1,"WL","cop1","909",4.94,7.019,0.703803960678159
1,1,"WL","cop1","910",6.711,12.244,0.548105194380921
1,1,"UVB","Col-0","181",3.185,10.061,0.316568929529868
1,1,"UVB","Col-0","182",3.238,11.334,0.285689077113111
1,1,"UVB","Col-0","183",3.213,6.497,0.49453593966446
1,1,"UVB","Col-0","184",3.162,13.308,0.237601442741208
1,1,"UVB","Col-0","185",5.094,14.066,0.362149864922508
1,1,"UVB","Col-0","186",4.391,9.314,0.471440841743612
1,1,"UVB","Col-0","187",3.93,9.232,0.425693240901213
1,1,"UVB","Col-0","188",3.941,6.622,0.595137420718816
1,1,"UVB","Col-0","189",3.967,10.621,0.37350531964975
1,1,"UVB","Col-0","190",4.029,11.516,0.349861062869052
1,1,"UVB","uvr8-6","451",3.542,13.275,0.266817325800377
1,1,"UVB","uvr8-6","452",2.717,8.289,0.3277838098685
1,1,"UVB","uvr8-6","453",1.711,7.035,0.243212508884151
1,1,"UVB","uvr8-6","454",3.302,8.391,0.393516863305923
1,1,"UVB","uvr8-6","455",3.175,8.316,0.381794131794132
1,1,"UVB","uvr8-6","456",3.247,7.826,0.414899054433938
1,1,"UVB","uvr8-6","457",2.567,10.165,0.252533202164289
1,1,"UVB","uvr8-6","458",3.077,12.291,0.250345781466113
1,1,"UVB","uvr8-6","459",2.231,10.821,0.206173181776176
1,1,"UVB","uvr8-6","460",2.266,7.072,0.320418552036199
1,1,"UVB","cop1","991",5.543,10.233,0.541678882048275
1,1,"UVB","cop1","992",4.521,9.796,0.461514904042466
1,1,"UVB","cop1","993",6.005,8.983,0.668484915952354
1,1,"UVB","cop1","994",3.346,8.911,0.375490966221524
1,1,"UVB","cop1","995",3.947,9.028,0.437195392113425
1,1,"UVB","cop1","996",3.881,12.265,0.316428862617203
1,1,"UVB","cop1","997",4.951,12.44,0.397990353697749
1,1,"UVB","cop1","998",4.002,11.911,0.335991940223323
1,1,"UVB","cop1","999",4.539,8.497,0.534188537130752
1,1,"UVB","cop1","1000",3.483,9.332,0.373231890270039
1,2,"PreDawn","Col-0","11",2.95,11.787,0.250275727496394
1,2,"PreDawn","Col-0","12",2.345,13.861,0.16917971286343
1,2,"PreDawn","Col-0","13",2.449,8.006,0.305895578316263
1,2,"PreDawn","Col-0","14",2.02,8.538,0.236589365190911
1,2,"PreDawn","Col-0","15",2.556,5.359,0.476954655719351
1,2,"PreDawn","Col-0","16",2.093,6.353,0.329450653234692
1,2,"PreDawn","Col-0","17",2.575,8.522,0.302159117578033
1,2,"PreDawn","Col-0","18",1.908,7.777,0.245338819596245
1,2,"PreDawn","Col-0","19",3.551,9.483,0.37445955921122
1,2,"PreDawn","Col-0","20",1.436,5.766,0.249046132500867
1,2,"PreDawn","uvr8-6","281",2.609,10.688,0.244105538922156
1,2,"PreDawn","uvr8-6","282",2.329,7.693,0.302742753152216
1,2,"PreDawn","uvr8-6","283",3.014,10.68,0.282209737827715
1,2,"PreDawn","uvr8-6","284",2.32,12.059,0.192387428476656
1,2,"PreDawn","uvr8-6","285",2.837,7.538,0.376359777129212
1,2,"PreDawn","uvr8-6","286",2.71,7.434,0.364541296744687
1,2,"PreDawn","uvr8-6","287",2.767,7.328,0.377592794759825
1,2,"PreDawn","uvr8-6","288",1.327,11.208,0.118397573162027
1,2,"PreDawn","uvr8-6","289",1.711,7.595,0.225279789335089
1,2,"PreDawn","uvr8-6","290",2.731,8.225,0.332036474164134
1,2,"PreDawn","cop1","821",2.927,11.899,0.245987057735944
1,2,"PreDawn","cop1","822",2.609,6.905,0.377842143374366
1,2,"PreDawn","cop1","823",3.152,8.831,0.356924470614879
1,2,"PreDawn","cop1","824",2.106,6.559,0.321085531330996
1,2,"PreDawn","cop1","825",2.874,8.333,0.34489379575183
1,2,"PreDawn","cop1","826",3.123,7.906,0.39501644320769
1,2,"PreDawn","cop1","827",4.403,9.565,0.460324098274961
1,2,"PreDawn","cop1","828",3.384,7.172,0.471834913552705
1,2,"PreDawn","cop1","829",3.53,12.307,0.286828634110669
1,2,"PreDawn","cop1","830",3.478,9.311,0.373536677048652
1,2,"WL","Col-0","101",2.971,9.468,0.313793831854668
1,2,"WL","Col-0","102",3.365,9.617,0.349901216595612
1,2,"WL","Col-0","103",2.958,11.679,0.253275109170306
1,2,"WL","Col-0","104",2.549,7.561,0.33712471895252
1,2,"WL","Col-0","105",1.828,10.023,0.182380524792976
1,2,"WL","Col-0","106",3.413,8.702,0.39220868765801
1,2,"WL","Col-0","107",2.45,6.078,0.403093122737743
1,2,"WL","Col-0","108",2.686,6.699,0.400955366472608
1,2,"WL","Col-0","109",1.927,10.345,0.186273562107298
1,2,"WL","Col-0","110",3.884,9.64,0.402904564315353
1,2,"WL","uvr8-6","371",3.131,9.854,0.317738989242947
1,2,"WL","uvr8-6","372",2.681,14.779,0.181406049123757
1,2,"WL","uvr8-6","373",3.903,9.722,0.401460604813824
1,2,"WL","uvr8-6","374",2.718,8.353,0.325392074703699
1,2,"WL","uvr8-6","375",3.67,12.067,0.304135244882738
1,2,"WL","uvr8-6","376",3.142,12.15,0.258600823045267
1,2,"WL","uvr8-6","377",1.873,6.931,0.27023517529938
1,2,"WL","uvr8-6","378",4.246,9.307,0.456215751584829
1,2,"WL","uvr8-6","379",1.522,10.571,0.143978809951755
1,2,"WL","uvr8-6","380",2.47,5.753,0.429341213280028
1,2,"WL","cop1","911",3.663,6.612,0.553992740471869
1,2,"WL","cop1","912",4.208,7.891,0.533265745786339
1,2,"WL","cop1","913",3.764,9.359,0.402179720055561
1,2,"WL","cop1","914",4.114,8.993,0.457466918714556
1,2,"WL","cop1","915",4.29,7.639,0.561591831391543
1,2,"WL","cop1","916",4.119,9.205,0.447474198804997
1,2,"WL","cop1","917",5.537,10.838,0.510887617641631
1,2,"WL","cop1","918",4.556,9.119,0.499616185985305
1,2,"WL","cop1","919",4.623,9.865,0.46862645717182
1,2,"WL","cop1","920",2.734,6.869,0.398020090260591
1,2,"UVB","Col-0","191",5.296,15.115,0.350380416804499
1,2,"UVB","Col-0","192",3.827,9.723,0.393602797490486
1,2,"UVB","Col-0","193",4.136,8.557,0.483346967395115
1,2,"UVB","Col-0","194",4.43,11.115,0.398560503823662
1,2,"UVB","Col-0","195",4.498,10.533,0.427038830342732
1,2,"UVB","Col-0","196",6.369,12.999,0.489960766212786
1,2,"UVB","Col-0","197",5.696,12.252,0.464903689193601
1,2,"UVB","Col-0","198",4.842,10.45,0.463349282296651
1,2,"UVB","Col-0","199",4.379,10.176,0.430326257861635
1,2,"UVB","Col-0","200",4.314,12.997,0.33192275140417
1,2,"UVB","uvr8-6","461",3.349,8.277,0.404615198743506
1,2,"UVB","uvr8-6","462",3.3,8.489,0.388738367298857
1,2,"UVB","uvr8-6","463",1.218,11.291,0.107873527588345
1,2,"UVB","uvr8-6","464",2.859,9.161,0.312083833642615
1,2,"UVB","uvr8-6","465",2.576,7.032,0.366325369738339
1,2,"UVB","uvr8-6","466",2.723,9.298,0.292858679285868
1,2,"UVB","uvr8-6","467",2.635,7.339,0.359040741245401
1,2,"UVB","uvr8-6","468",2.368,7.175,0.330034843205575
1,2,"UVB","uvr8-6","469",2.02,12.121,0.166652916426037
1,2,"UVB","uvr8-6","470",2.408,7.783,0.30939226519337
1,2,"UVB","cop1","1001",4.191,9.863,0.424921423501977
1,2,"UVB","cop1","1002",4.906,12.152,0.403719552337064
1,2,"UVB","cop1","1003",4.228,8.779,0.481603827315184
1,2,"UVB","cop1","1004",4.072,9.067,0.449101135987648
1,2,"UVB","cop1","1005",3.763,8.874,0.424047780031553
1,2,"UVB","cop1","1006",4.05,8.169,0.495776716856408
1,2,"UVB","cop1","1007",4.495,10,0.4495
1,2,"UVB","cop1","1008",4.106,11.586,0.354393233212498
1,2,"UVB","cop1","1009",3.544,8.576,0.413246268656716
1,2,"UVB","cop1","1010",4.674,11.253,0.415355905091976
1,3,"PreDawn","Col-0","21",1.779,8.697,0.204553294239393
1,3,"PreDawn","Col-0","22",1.777,12.261,0.144931082293451
1,3,"PreDawn","Col-0","23",2.228,10.008,0.222621902478018
1,3,"PreDawn","Col-0","24",2.069,6.372,0.324701820464532
1,3,"PreDawn","Col-0","25",1.58,5.777,0.273498355547862
1,3,"PreDawn","Col-0","26",1.738,9.624,0.180590191188695
1,3,"PreDawn","Col-0","27",2.212,6.375,0.346980392156863
1,3,"PreDawn","Col-0","28",2.564,8.686,0.295187658300714
1,3,"PreDawn","Col-0","29",2.555,8.587,0.29754279725166
1,3,"PreDawn","Col-0","30",2.006,13.32,0.150600600600601
1,3,"PreDawn","uvr8-6","291",1.668,9.511,0.175375880559352
1,3,"PreDawn","uvr8-6","292",0.989,9.686,0.102106132562461
1,3,"PreDawn","uvr8-6","293",1.142,7.86,0.14529262086514
1,3,"PreDawn","uvr8-6","294",1.63,9.641,0.169069598589358
1,3,"PreDawn","uvr8-6","295",1.99,10.123,0.196582040896967
1,3,"PreDawn","uvr8-6","296",2.515,14.193,0.177200028182907
1,3,"PreDawn","uvr8-6","297",1.621,5.851,0.277046658690822
1,3,"PreDawn","uvr8-6","298",2.004,7.225,0.277370242214533
1,3,"PreDawn","uvr8-6","299",1.444,8.577,0.168357234464265
1,3,"PreDawn","uvr8-6","300",1.661,5.272,0.315060698027314
1,3,"PreDawn","cop1","831",3.277,10.512,0.31173896499239
1,3,"PreDawn","cop1","832",2.618,6.8,0.385
1,3,"PreDawn","cop1","833",3.31,10.966,0.301842057267919
1,3,"PreDawn","cop1","834",2.283,5.538,0.412242686890574
1,3,"PreDawn","cop1","835",3.492,10.466,0.333651824957004
1,3,"PreDawn","cop1","836",4.008,12.601,0.318069994444885
1,3,"PreDawn","cop1","837",3.639,10.855,0.335237217871948
1,3,"PreDawn","cop1","838",3.189,12.204,0.261307767944936
1,3,"PreDawn","cop1","839",2.935,8.128,0.361097440944882
1,3,"PreDawn","cop1","840",2.543,7.255,0.350516884906961
1,3,"WL","Col-0","111",3.309,11.553,0.286419111918982
1,3,"WL","Col-0","112",3.392,10.162,0.333792560519583
1,3,"WL","Col-0","113",3.356,8.766,0.382842801733972
1,3,"WL","Col-0","114",2.528,11.488,0.220055710306407
1,3,"WL","Col-0","115",3.483,9.396,0.370689655172414
1,3,"WL","Col-0","116",3.185,9.456,0.336823181049069
1,3,"WL","Col-0","117",2.356,4.563,0.516326977865439
1,3,"WL","Col-0","118",4.665,9.258,0.503888528839922
1,3,"WL","Col-0","119",3.678,7.699,0.477724379789583
1,3,"WL","Col-0","120",3.918,13.444,0.291431121689973
1,3,"WL","uvr8-6","381",3.982,11.83,0.336601859678783
1,3,"WL","uvr8-6","382",2.714,4.564,0.594653812445224
1,3,"WL","uvr8-6","383",2.921,9.143,0.319479383134638
1,3,"WL","uvr8-6","384",3.699,9.512,0.388877207737595
1,3,"WL","uvr8-6","385",2.679,13.571,0.19740623388107
1,3,"WL","uvr8-6","386",3.466,12.458,0.278214801733826
1,3,"WL","uvr8-6","387",2.76,9.183,0.300555374060764
1,3,"WL","uvr8-6","388",2.6,10.797,0.24080763174956
1,3,"WL","uvr8-6","389",4.064,12.574,0.323206616828376
1,3,"WL","uvr8-6","390",3.093,7.802,0.396436811074084
1,3,"WL","cop1","921",3.947,9.921,0.397842959379095
1,3,"WL","cop1","922",3.976,7.837,0.507336991195611
1,3,"WL","cop1","923",4.386,9.21,0.476221498371335
1,3,"WL","cop1","924",3.776,8.376,0.450811843361987
1,3,"WL","cop1","925",3.026,8.932,0.338781907747425
1,3,"WL","cop1","926",2.773,12.846,0.215864860657014
1,3,"WL","cop1","927",4.774,8.428,0.566445182724252
1,3,"WL","cop1","928",4.474,11.145,0.401435621354868
1,3,"WL","cop1","929",3.51,8.874,0.39553752535497
1,3,"WL","cop1","930",4.332,10.111,0.428444268618336
1,3,"UVB","Col-0","201",4.086,9.748,0.419162905211325
1,3,"UVB","Col-0","202",4.149,10.626,0.390457368718238
1,3,"UVB","Col-0","203",4.461,10.004,0.445921631347461
1,3,"UVB","Col-0","204",3.67,10.216,0.359240407204385
1,3,"UVB","Col-0","205",2.963,7.459,0.39723823568843
1,3,"UVB","Col-0","206",4.347,11.612,0.374354116431278
1,3,"UVB","Col-0","207",3.783,11.096,0.340933669790916
1,3,"UVB","Col-0","208",4.437,8.622,0.514613778705637
1,3,"UVB","Col-0","209",3.666,9.593,0.382153653705827
1,3,"UVB","Col-0","210",4.018,7.948,0.50553598389532
1,3,"UVB","uvr8-6","471",1.954,8.916,0.219156572454015
1,3,"UVB","uvr8-6","472",2.538,7.429,0.341634136492125
1,3,"UVB","uvr8-6","473",2.456,6.644,0.369656833232992
1,3,"UVB","uvr8-6","474",2.159,10.599,0.203698462119068
1,3,"UVB","uvr8-6","475",2.824,8.53,0.331066822977726
1,3,"UVB","uvr8-6","476",2.407,6.796,0.354178928781636
1,3,"UVB","uvr8-6","477",2.728,8.751,0.311735801622672
1,3,"UVB","uvr8-6","478",2.892,8.749,0.330552063092925
1,3,"UVB","uvr8-6","479",2.672,10.39,0.257170356111646
1,3,"UVB","uvr8-6","480",4.612,11.485,0.401567261645625
1,3,"UVB","cop1","1011",5.515,11.616,0.474776170798898
1,3,"UVB","cop1","1012",4.531,11.217,0.403940447534991
1,3,"UVB","cop1","1013",3.962,9.748,0.406442347148133
1,3,"UVB","cop1","1014",3.809,6.85,0.556058394160584
1,3,"UVB","cop1","1015",5.018,9.158,0.547936230618039
1,3,"UVB","cop1","1016",3.264,7.808,0.418032786885246
1,3,"UVB","cop1","1017",3.763,9.08,0.41442731277533
1,3,"UVB","cop1","1018",5.788,12.868,0.44979794839913
1,3,"UVB","cop1","1019",4.133,10.45,0.395502392344498
1,3,"UVB","cop1","1020",3.77,9.419,0.400254804119333
2,1,"PreDawn","Col-0","31",1.672,10.726,0.155882901361178
2,1,"PreDawn","Col-0","32",2.229,12.25,0.181959183673469
2,1,"PreDawn","Col-0","33",1.531,5.166,0.296360820751065
2,1,"PreDawn","Col-0","34",2.924,12.75,0.229333333333333
2,1,"PreDawn","Col-0","35",1.532,6.144,0.249348958333333
2,1,"PreDawn","Col-0","36",2.504,6.344,0.394703656998739
2,1,"PreDawn","Col-0","37",1.961,8.566,0.228928321270138
2,1,"PreDawn","Col-0","38",0.941,9.835,0.0956786985256736
2,1,"PreDawn","Col-0","39",2.835,14.825,0.191231028667791
2,1,"PreDawn","Col-0","40",1.981,7.821,0.25329241784938
2,1,"PreDawn","uvr8-6","301",1.804,9.726,0.185482212625951
2,1,"PreDawn","uvr8-6","302",2.243,7.917,0.283314386762663
2,1,"PreDawn","uvr8-6","303",2.063,6.007,0.343432661894457
2,1,"PreDawn","uvr8-6","304",2.663,7.476,0.356206527554842
2,1,"PreDawn","uvr8-6","305",2.952,8,0.369
2,1,"PreDawn","uvr8-6","306",2.306,5.624,0.410028449502134
2,1,"PreDawn","uvr8-6","307",1.495,6.421,0.232829777293257
2,1,"PreDawn","uvr8-6","308",1.115,5.72,0.19493006993007
2,1,"PreDawn","uvr8-6","309",1.942,7.393,0.262680914378466
2,1,"PreDawn","uvr8-6","310",2.08,6.352,0.327455919395466
2,1,"PreDawn","cop1","841",4.74,10.442,0.453936027580923
2,1,"PreDawn","cop1","842",5.203,7.244,0.718249585864164
2,1,"PreDawn","cop1","843",4.317,10.849,0.397916858696654
2,1,"PreDawn","cop1","844",5.793,10.278,0.563631056625803
2,1,"PreDawn","cop1","845",6.729,12.079,0.55708253994536
2,1,"PreDawn","cop1","846",4.403,7.416,0.593716289104639
2,1,"PreDawn","cop1","847",5.793,8.688,0.666781767955801
2,1,"PreDawn","cop1","848",4.069,7.2,0.565138888888889
2,1,"PreDawn","cop1","849",4.599,7.196,0.639105058365759
2,1,"PreDawn","cop1","850",4.011,5.961,0.672873678912934
2,1,"WL","Col-0","121",3.715,10.457,0.355264416180549
2,1,"WL","Col-0","122",4.079,9.14,0.446280087527352
2,1,"WL","Col-0","123",3.457,9.104,0.379723198594025
2,1,"WL","Col-0","124",2.583,8.015,0.322270742358079
2,1,"WL","Col-0","125",3.551,9.572,0.370977852068533
2,1,"WL","Col-0","126",2.574,8.662,0.297160009235742
2,1,"WL","Col-0","127",2.85,12.326,0.231218562388447
2,1,"WL","Col-0","128",3.909,7.266,0.537985136251032
2,1,"WL","Col-0","129",2.64,13.876,0.190256558085904
2,1,"WL","Col-0","130",4.691,8.581,0.546672881948491
2,1,"WL","uvr8-6","391",2.008,7.706,0.260576174409551
2,1,"WL","uvr8-6","392",5.121,9.542,0.536679941312094
2,1,"WL","uvr8-6","393",3.153,8.436,0.37375533428165
2,1,"WL","uvr8-6","394",2.544,9.745,0.261056952283222
2,1,"WL","uvr8-6","395",3.463,9.221,0.37555579655135
2,1,"WL","uvr8-6","396",2.323,14.214,0.163430420711974
2,1,"WL","uvr8-6","397",2.889,8.302,0.34798843652132
2,1,"WL","uvr8-6","398",3.479,7.064,0.492497168742922
2,1,"WL","uvr8-6","399",2.015,9.858,0.20440251572327
2,1,"WL","uvr8-6","400",1.366,3.339,0.40910452231207
2,1,"WL","cop1","931",5.372,8.81,0.609761634506243
2,1,"WL","cop1","932",3.319,10.838,0.306237313157409
2,1,"WL","cop1","933",3.965,8.752,0.453039305301645
2,1,"WL","cop1","934",7.542,13.567,0.555907717255104
2,1,"WL","cop1","935",4.8,8.304,0.578034682080925
2,1,"WL","cop1","936",4.326,14.324,0.302010611561016
2,1,"WL","cop1","937",5.384,9.21,0.584581976112921
2,1,"WL","cop1","938",4.385,9.995,0.43871935967984
2,1,"WL","cop1","939",4.373,8.166,0.535513103110458
2,1,"WL","cop1","940",4.726,8.421,0.561216007600048
2,1,"UVB","Col-0","211",4.097,13.288,0.308323299217339
2,1,"UVB","Col-0","212",4.845,9.565,0.506534239414532
2,1,"UVB","Col-0","213",3.694,12.157,0.303857859669326
2,1,"UVB","Col-0","214",3.75,9.428,0.397751378871447
2,1,"UVB","Col-0","215",3.286,13.227,0.248431239132078
2,1,"UVB","Col-0","216",3.162,9.816,0.322127139364303
2,1,"UVB","Col-0","217",4.41,8.244,0.534934497816594
2,1,"UVB","Col-0","218",3.961,12.119,0.326842148692136
2,1,"UVB","Col-0","219",3.642,7.793,0.46734248684717
2,1,"UVB","Col-0","220",3.653,12.34,0.296029173419773
2,1,"UVB","uvr8-6","481",3.344,12.836,0.26051729510751
2,1,"UVB","uvr8-6","482",2.921,9.626,0.303448992312487
2,1,"UVB","uvr8-6","483",2.161,10.447,0.206853642193931
2,1,"UVB","uvr8-6","484",2.98,7.988,0.373059589384076
2,1,"UVB","uvr8-6","485",3.074,11.191,0.274685014743991
2,1,"UVB","uvr8-6","486",1.683,7.551,0.222884386174017
2,1,"UVB","uvr8-6","487",3.083,8.725,0.353352435530086
2,1,"UVB","uvr8-6","488",3.608,7.732,0.466632177961718
2,1,"UVB","uvr8-6","489",3.265,11.997,0.272151371176127
2,1,"UVB","uvr8-6","490",3.078,9.143,0.336650989828284
2,1,"UVB","cop1","1021",4.207,13.963,0.301296283033732
2,1,"UVB","cop1","1022",5.064,10.854,0.466556108347153
2,1,"UVB","cop1","1023",4.682,8.141,0.57511362240511
2,1,"UVB","cop1","1024",4.514,10.649,0.423889567095502
2,1,"UVB","cop1","1025",6.838,13.662,0.500512370077587
2,1,"UVB","cop1","1026",4.046,9.342,0.433097837722115
2,1,"UVB","cop1","1027",5.587,11.686,0.47809344514804
2,1,"UVB","cop1","1028",3.892,8.194,0.474981693922382
2,1,"UVB","cop1","1029",3.496,9.226,0.378929113375244
2,1,"UVB","cop1","1030",2.648,5.603,0.472603962163127
2,2,"PreDawn","Col-0","41",0.413,12.023,0.0343508275804708
2,2,"PreDawn","Col-0","42",2.364,11.011,0.214694396512578
2,2,"PreDawn","Col-0","43",1.602,12.127,0.132101921332564
2,2,"PreDawn","Col-0","44",2.461,8.206,0.299902510358274
2,2,"PreDawn","Col-0","45",1.443,7.967,0.181122128781223
2,2,"PreDawn","Col-0","46",1.201,9.29,0.129278794402583
2,2,"PreDawn","Col-0","47",2.672,7.596,0.351764086361243
2,2,"PreDawn","Col-0","48",2.428,8.144,0.298133595284872
2,2,"PreDawn","Col-0","49",3.384,11.715,0.288860435339309
2,2,"PreDawn","Col-0","50",2.98,10.168,0.293076317859953
2,2,"PreDawn","uvr8-6","311",1.856,6.131,0.302723862338933
2,2,"PreDawn","uvr8-6","312",1.882,5.813,0.323757096163771
2,2,"PreDawn","uvr8-6","313",2.686,9.354,0.28714988240325
2,2,"PreDawn","uvr8-6","314",2.142,12.216,0.175343811394892
2,2,"PreDawn","uvr8-6","315",1.373,8.404,0.163374583531652
2,2,"PreDawn","uvr8-6","316",2.478,8.355,0.296588868940754
2,2,"PreDawn","uvr8-6","317",1.82,4.874,0.373409930242101
2,2,"PreDawn","uvr8-6","318",1.585,8.727,0.181620258966426
2,2,"PreDawn","uvr8-6","319",1.77,6.269,0.282341681288882
2,2,"PreDawn","uvr8-6","320",2.043,7.862,0.259857542610023
2,2,"PreDawn","cop1","851",4.842,8.195,0.5908480780964
2,2,"PreDawn","cop1","852",4.228,9.891,0.427459306440198
2,2,"PreDawn","cop1","853",4.472,11.403,0.392177497149873
2,2,"PreDawn","cop1","854",4.182,11.678,0.358109265285152
2,2,"PreDawn","cop1","855",3.384,8.239,0.410729457458429
2,2,"PreDawn","cop1","856",4.564,9.457,0.48260547742413
2,2,"PreDawn","cop1","857",6.885,11.705,0.588210166595472
2,2,"PreDawn","cop1","858",4.31,9.077,0.474826484521318
2,2,"PreDawn","cop1","859",3.605,6.9,0.522463768115942
2,2,"PreDawn","cop1","860",3.194,5.813,0.549458111130225
2,2,"WL","Col-0","131",3.381,9.279,0.364371160685419
2,2,"WL","Col-0","132",2.605,12.518,0.208100335516856
2,2,"WL","Col-0","133",3.8,15.581,0.243886785187087
2,2,"WL","Col-0","134",2.906,7.812,0.371991807475678
2,2,"WL","Col-0","135",2.008,8.591,0.23373297637062
2,2,"WL","Col-0","136",3.15,7.22,0.436288088642659
2,2,"WL","Col-0","137",2.658,11.134,0.238728219867074
2,2,"WL","Col-0","138",5.114,9.502,0.538202483687645
2,2,"WL","Col-0","139",2.426,13.125,0.184838095238095
2,2,"WL","Col-0","140",3.933,8.924,0.440721649484536
2,2,"WL","uvr8-6","401",3.47,11.178,0.310431204151011
2,2,"WL","uvr8-6","402",3.185,10.039,0.317262675565295
2,2,"WL","uvr8-6","403",2.882,9.525,0.30257217847769
2,2,"WL","uvr8-6","404",3.913,7.402,0.52864090786274
2,2,"WL","uvr8-6","405",2.9,10.316,0.281116711903839
2,2,"WL","uvr8-6","406",4.393,12.315,0.356719447827852
2,2,"WL","uvr8-6","407",3.272,8.032,0.407370517928287
2,2,"WL","uvr8-6","408",3.056,7.671,0.398383522356929
2,2,"WL","uvr8-6","409",2.934,12.311,0.238323450572659
2,2,"WL","uvr8-6","410",2.236,8.227,0.271788015072323
2,2,"WL","cop1","941",5.211,9.594,0.543151969981238
2,2,"WL","cop1","942",4.259,8.352,0.509937739463602
2,2,"WL","cop1","943",3.518,6.729,0.522811710506762
2,2,"WL","cop1","944",5.226,12.804,0.408153701968135
2,2,"WL","cop1","945",5.35,14.631,0.365661950652724
2,2,"WL","cop1","946",5.278,10.06,0.524652087475149
2,2,"WL","cop1","947",5.219,8.563,0.609482657946981
2,2,"WL","cop1","948",3.796,11.155,0.34029583146571
2,2,"WL","cop1","949",5.1,12.914,0.394920241598265
2,2,"WL","cop1","950",6.453,10.273,0.628151465005354
2,2,"UVB","Col-0","221",4.873,8.135,0.599016594960049
2,2,"UVB","Col-0","222",3.248,10.668,0.304461942257218
2,2,"UVB","Col-0","223",2.004,13.848,0.14471403812825
2,2,"UVB","Col-0","224",4.05,8.098,0.50012348728081
2,2,"UVB","Col-0","225",2.82,11.225,0.251224944320713
